@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/home/jdilly/link_betabeat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/home/jdilly/link_gui_out/2018-10-19/models/LHCB1/b1_flat_60_15cm/twiss.dat' '--files=/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_45_48_655/Beam1@Turn@2018_06_12@12_45_48_655.sdds.clean,/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_49_06_114/Beam1@Turn@2018_06_12@12_49_06_114.sdds.clean,/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_50_35_322/Beam1@Turn@2018_06_12@12_50_35_322.sdds.clean,/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_51_46_303/Beam1@Turn@2018_06_12@12_51_46_303.sdds.clean' '--output=/home/jdilly/link_gui_out/2018-10-19/LHCB1/Results/b1_18md2148_after_global_correction' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=0' '--errordefs=/home/jdilly/link_gui_out/2018-10-19/models/LHCB1/b1_flat_60_15cm/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/media/jdilly/Storage/Repositories/BetaBeatGui/lhc-app-beta-beating"
@ Date %s "19. October 2018, 15:15:25"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB1"
@ Q1 %le 0.26855226695906437
@ Q2 %le 0.3242188203187251
@ FILES %s "/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_45_48_655/Beam1@Turn@2018_06_12@12_45_48_655.sdds.clean_liny,/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_49_06_114/Beam1@Turn@2018_06_12@12_49_06_114.sdds.clean_liny,/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_50_35_322/Beam1@Turn@2018_06_12@12_50_35_322.sdds.clean_liny,/home/jdilly/link_gui_out/2018-10-19/LHCB1/Measurements/Beam1@Turn@2018_06_12@12_51_46_303/Beam1@Turn@2018_06_12@12_51_46_303.sdds.clean_liny"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.22R2.B1"             1214.705                    4          0.351441775    0.003112498711981                    0          2.947307648
         "BPM.23R2.B1"             1268.154                    4        -0.0684266925    0.006529084002633                    0          3.079251396
         "BPM.24R2.B1"             1321.602                    4          -0.28555985    0.004463213911828                    0          3.190573576
         "BPM.25R2.B1"             1375.051                    4        0.00659436625    0.002085971580366                    0          3.322840696
         "BPM.26R2.B1"             1428.499                    4            0.3518583    0.001658956456709                    0          3.433295904
         "BPM.27R2.B1"             1481.948                    4         -0.031597275     0.00213294400666                    0          3.565151739
         "BPM.28R2.B1"             1535.397                    4       -0.01449009275    0.004921512704808                    0          3.676442098
         "BPM.29R2.B1"             1588.845                    4          -0.20370565    0.001724582264703                    0          3.808794324
         "BPM.30R2.B1"             1642.294                    4        -0.0684028325    0.002090221934817                    0          3.919287442
         "BPM.31R2.B1"             1695.742                    4            0.1360891    0.002712089916508                    0          4.051062518
         "BPM.32R2.B1"             1749.191                    4         -0.478603275    0.006208102620536                    0          4.162308249
         "BPM.33R2.B1"             1802.639                    4          0.294432375    0.004492408151773                    0          4.294737246
         "BPM.34R2.B1"             1856.088                    4          -0.14841475     0.00716429360319                    0          4.405280339
         "BPM.33L3.B1"             1909.536                    4          0.050212915    0.004504039404273                    0          4.536984303
         "BPM.32L3.B1"             1962.985                    4            0.3754698    0.002827414646845                    0          4.648174017
         "BPM.31L3.B1"             2016.433                    4          -0.28559385    0.004142620910451                    0          4.780669029
         "BPM.30L3.B1"             2069.882                    4        -0.0624492475    0.004306610064853                    0          4.891272628
         "BPM.29L3.B1"              2123.33                    4        -0.0717705825    0.004014015349652                    0          5.022917322
         "BPM.27L3.B1"             2230.227                    4         0.0530274025    0.005021293213027                    0          5.266589587
         "BPM.26L3.B1"             2283.676                    4        -0.0625583525    0.003306865985989                    0          5.377262364
         "BPM.25L3.B1"             2337.124                    4          0.113486325    0.006204980272096                    0          5.508861448
         "BPM.24L3.B1"             2390.573                    4           -0.2114735    0.005011636126577                    0          5.619912345
         "BPM.23L3.B1"             2444.021                    4           -0.1797369     0.01211190983847                    0          5.752499183
         "BPM.22L3.B1"              2497.47                    4           0.29503135    0.006886706787915                    0          5.863247676
         "BPM.21L3.B1"             2550.918                    4        -0.0644622775     0.01606997099487                    0          5.994816213
         "BPM.20L3.B1"             2604.367                    4         -0.301883325    0.006803379665439                    0          6.102126593
         "BPM.19L3.B1"             2657.815                    4          0.017729825    0.005114273206795                    0          6.230129711
         "BPM.18L3.B1"             2711.264                    4           0.40888045    0.005896158901157                    0          6.341205367
         "BPM.17L3.B1"             2764.712                    4         -0.013735678    0.002299059097566                    0          6.473373222
         "BPM.16L3.B1"             2818.161                    4          0.131117425    0.005419991128415                    0          6.581158841
         "BPM.14L3.B1"             2925.058                    4        -0.0210791475     0.00606791839629                    0          6.819180627
         "BPM.13L3.B1"             2978.506                    4          -0.17764535     0.01023642051709                    0           6.95178512
         "BPM.12L3.B1"             3031.955                    4            0.3327862    0.007774722893148                    0          7.066205317
         "BPM.11L3.B1"             3085.403                    4        -0.0371581475     0.01236370331361                    0          7.198605269
         "BPM.10L3.B1"             3138.184                    4        -0.0328683125    0.006666910066867                    0          7.306443682
          "BPM.8L3.B1"             3217.712                    4           0.09794214     0.01059779776761                    0          7.590274043
          "BPM.7L3.B1"             3256.776                    4         0.0969174875    0.007075253073805                    0          7.763797655
          "BPM.6L3.B1"             3329.415                    4         -0.976276025    0.006082271743119                    0          7.882916921
       "BPMWG.A5L3.B1"              3371.12                    4          0.438959575    0.008922299106012                    0          7.929563205
         "BPMW.5L3.B1"              3400.09                    4            -0.187817    0.003203698291073                    0          7.945128375
        "BPMWE.4L3.B1"             3475.218                    4        -0.0911895725    0.005258974966135                    0          8.018492614
         "BPMW.4L3.B1"             3502.763                    4            -0.397214    0.005901310035085                    0          8.064176702
         "BPMW.4R3.B1"             3547.728                    4          -0.15005025    0.005626184794576                    0          8.099402922
        "BPMWE.4R3.B1"             3575.273                    4        -0.0082598645    0.005023639746969                    0          8.110723051
         "BPMW.5R3.B1"             3650.401                    4          0.608821775    0.002379184420571                    0          8.184310593
       "BPMWJ.A5R3.B1"             3679.119                    4           0.40633165    0.007883995662906                    0          8.247758023
        "BPMWC.6R3.B1"             3718.937                    4            0.7434221    0.004893785019823                    0          8.292692564
         "BPMR.6R3.B1"             3731.015                    4          -0.59203185    0.006463064760832                    0          8.300356585
        "BPM_A.7R3.B1"             3786.839                    4         -0.159270375    0.006197963942062                    0          8.371699857
          "BPM.8R3.B1"             3825.903                    4             0.235931    0.007424194963443                    0          8.433546996
         "BPM.10R3.B1"             3905.431                    4            0.4784176    0.009833331756592                    0          8.549471824
         "BPM.11R3.B1"             3958.212                    4         -0.285894275    0.008389519715819                    0          8.651427459
         "BPM.12R3.B1"             4012.935                    4        -0.1084733325    0.009423068838409                    0          8.773665395
         "BPM.13R3.B1"             4066.384                    4          -0.13046995    0.002652907787263                    0          8.888388819
         "BPM.14R3.B1"             4119.833                    4             0.181534    0.003213219212912                    0           9.01887304
         "BPM.15R3.B1"             4173.281                    4         -0.383001475    0.002154362319123                    0          9.125666276
         "BPM.17R3.B1"             4280.178                    4          0.106266925    0.005588188929527                    0          9.366385875
         "BPM.19R3.B1"             4387.075                    4         -0.377745525    0.003701756875068                    0          9.604695569
         "BPM.20R3.B1"             4440.524                    4          -0.12344805     0.01244690175155                    0          9.732954037
         "BPM.21R3.B1"             4493.972                    4          0.218314575     0.00578841561717                    0          9.844333873
         "BPM.22R3.B1"             4547.421                    4         -0.204023475     0.01003941911204                    0          9.976278101
         "BPM.23R3.B1"             4600.869                    4          0.492520425    0.003873174381187                    0          10.08740719
         "BPM.24R3.B1"             4654.318                    4        -0.0329186125    0.007869406091618                    0          10.21965609
         "BPM.25R3.B1"             4707.766                    4        -0.0594645625     0.00369561237286                    0          10.33030201
         "BPM.26R3.B1"             4761.215                    4          0.434182775    0.004689528982437                    0           10.4621964
         "BPM.27R3.B1"             4814.663                    4         0.0510037775    0.003487929570847                    0          10.57329814
         "BPM.28R3.B1"             4868.112                    4        -0.0396210625     0.00882861393002                    0          10.70559346
         "BPM.29R3.B1"              4921.56                    4          0.056231005    0.004631603309983                    0           10.8162701
         "BPM.30R3.B1"             4975.009                    4           0.06473673    0.003231726301649                    0          10.94812139
         "BPM.31R3.B1"             5028.457                    4          -0.45609745    0.002472172564314                    0          11.05918889
         "BPM.32R3.B1"             5081.906                    4          0.320453025    0.007187349742576                    0          11.19152405
         "BPM.33R3.B1"             5135.354                    4           -0.5446403    0.005737970854337                    0          11.30223777
         "BPM.34R3.B1"             5188.803                    4          0.277218175    0.007113529467297                    0          11.43405322
         "BPM.33L4.B1"             5242.251                    4        -0.0613490475    0.005663788530029                    0          11.54508067
         "BPM.32L4.B1"               5295.7                    4           0.11955495    0.003047778655467                    0          11.67744782
         "BPM.31L4.B1"             5349.148                    4         -0.717405625    0.004761835771218                    0          11.78820384
         "BPM.30L4.B1"             5402.597                    4          -0.02588675    0.002934211091864                    0           11.9199918
         "BPM.29L4.B1"             5456.045                    4          0.167366075    0.004331354411392                    0          12.03097465
         "BPM.27L4.B1"             5562.942                    4        -0.0901517025    0.006609300686225                    0          12.27416718
         "BPM.26L4.B1"             5616.391                    4           0.02893728     0.00221593699146                    0          12.40593684
         "BPM.25L4.B1"             5669.839                    4           0.35176545    0.003217482839536                    0          12.51687194
         "BPM.24L4.B1"             5723.288                    4        -0.0616794275    0.002759325173587                    0          12.64927577
         "BPM.23L4.B1"             5776.736                    4          0.057325635    0.003229979393502                    0          12.76012672
         "BPM.22L4.B1"             5830.185                    4         -0.175218425    0.005924255236913                    0          12.89188787
         "BPM.21L4.B1"             5883.634                    4         -0.108541975    0.004543311566698                    0          13.00277354
         "BPM.20L4.B1"             5937.082                    4          0.170430275    0.003746778988958                    0          13.13609849
         "BPM.19L4.B1"             5990.531                    4          -0.03673872    0.001601700668062                    0          13.24416568
         "BPM.18L4.B1"             6043.979                    4          0.113499975    0.001711075073482                    0          13.37060658
         "BPM.17L4.B1"             6097.428                    4         -0.188187025    0.002322280351744                    0          13.48066812
         "BPM.15L4.B1"             6204.325                    4          0.325904575    0.003957056861117                    0          13.72321903
         "BPM.14L4.B1"             6257.773                    4         -0.209546175    0.004009880240994                    0          13.84948823
         "BPM.13L4.B1"             6311.222                    4         -0.149112975   0.0008779776404279                    0          13.95867855
         "BPM.12L4.B1"              6364.67                    4           -0.0863406    0.005408504650707                    0          14.08865561
         "BPM.11L4.B1"             6418.119                    4          0.703410825     0.01561965709009                    0          14.20999933
         "BPM.10L4.B1"             6469.957                    4           0.14871065    0.005112131266187                    0          14.35390428
          "BPM.9L4.B1"             6509.022                    4          -0.19267525    0.002520002835857                    0          14.42383791
          "BPM.8L4.B1"             6549.485                    4         -0.230335325    0.001215489496907                    0          14.53271217
          "BPM.7L4.B1"             6588.549                    4            0.5428851    0.001378980063382                    0          14.59636101
        "BPMYB.6L4.B1"             6685.153                    4           0.21323045     0.00790902403794                    0          14.68626315
        "BPMYA.5L4.B1"             6722.153                    4          0.292744425    0.006096214371404                    0          14.70177213
       "BPMWI.A5L4.B1"             6798.756                    4          -2.17325975    0.006606505785082                    0          14.75796622
       "BPMWA.B5L4.B1"              6824.62                    4         -0.234428125     0.00274913812987                    0          14.77675839
       "BPMWA.A5L4.B1"             6833.505                    4         -0.511337275    0.007930980557097                    0          14.78301774
       "BPMWA.A5R4.B1"             6881.554                    4         -0.561581875    0.003003845364202                    0          14.81435022
       "BPMWA.B5R4.B1"             6890.439                    4         -0.293508525    0.006945288918547                    0          14.81960816
        "BPMYB.5R4.B1"             6992.829                    4         0.0721151175    0.007604533119376                    0          14.86779657
        "BPMYA.6R4.B1"             7024.393                    4           0.77829005   0.0007312685708721                    0          14.88736674
          "BPM.7R4.B1"             7120.909                    4          -0.18949905    0.002612769808596                    0          14.99360982
          "BPM.8R4.B1"             7158.698                    4        -0.0896291625   0.0008535307245716                    0          15.06213948
          "BPM.9R4.B1"             7197.763                    4         -0.559730625    0.002534772046373                    0          15.14311059
         "BPM.10R4.B1"             7238.226                    4          0.239135175    0.001836942272392                    0          15.25217301
         "BPM.11R4.B1"             7290.065                    4         0.0678993075     0.00224582308378                    0          15.48350174
         "BPM.12R4.B1"             7344.789                    4          -0.02992599    0.004740692322327                    0          15.58191562
         "BPM.13R4.B1"             7398.237                    4         -0.131848875      0.0120022741169                    0          15.69994934
         "BPM.14R4.B1"             7451.686                    4         -0.194888925    0.003423849286562                    0          15.81363578
         "BPM.15R4.B1"             7505.134                    4         -0.038206725    0.003847262351217                    0          15.94928263
         "BPM.16R4.B1"             7558.583                    4         -0.084480535    0.002965568057067                    0           16.0632623
         "BPM.17R4.B1"             7612.031                    4          0.126145675    0.004525189333839                    0          16.19991253
         "BPM.18R4.B1"              7665.48                    4           -0.2168507    0.001627959792261                    0          16.31359986
         "BPM.19R4.B1"             7718.928                    4          0.280521675    0.003087841322358                    0          16.44924664
         "BPM.20R4.B1"             7772.377                    4         -0.271610125    0.004926229638079                    0          16.56322611
         "BPM.21R4.B1"             7825.825                    4        -0.0425546475    0.003487354765354                    0          16.69987641
         "BPM.22R4.B1"             7879.274                    4           0.35714915      0.0017589026729                    0          16.81356394
         "BPM.23R4.B1"             7932.722                    4          -0.09435693    0.005522908566523                    0          16.94921064
         "BPM.24R4.B1"             7986.171                    4          -0.20455505    0.004412751043593                    0          17.06318991
         "BPM.25R4.B1"             8039.619                    4          0.204396775    0.007231404506187                    0          17.19984029
         "BPM.26R4.B1"             8093.068                    4        -0.0026058546    0.002207757757725                    0          17.31352802
         "BPM.27R4.B1"             8146.516                    4         0.0597157125    0.004953833195818                    0          17.44917464
         "BPM.28R4.B1"             8199.965                    4          0.530493275    0.004315917143221                    0          17.56315372
         "BPM.29R4.B1"             8253.413                    4            0.1904942    0.002977143862871                    0          17.69980417
         "BPM.30R4.B1"             8306.862                    4          -1.00262345    0.005573633762894                    0           17.8134921
         "BPM.32R4.B1"             8413.759                    4           0.21182345    0.002526204011501                    0          18.06311752
         "BPM.33R4.B1"             8467.208                    4         -0.112708625    0.002299515986484                    0          18.19976806
         "BPM.34R4.B1"             8520.656                    4          0.148686475    0.003068610491264                    0          18.31345618
         "BPM.33L5.B1"             8574.105                    4         -0.019245895    0.006137455823608                    0          18.44910265
         "BPM.32L5.B1"             8627.553                    4          0.220810225     0.00586216492152                    0          18.56308133
         "BPM.31L5.B1"             8681.002                    4        -0.0373059375    0.003323324688101                    0          18.69973194
         "BPM.30L5.B1"              8734.45                    4         0.0933015775    0.001070339728328                    0          18.81342026
         "BPM.29L5.B1"             8787.899                    4         -0.262931925    0.005168993183116                    0          18.94906665
         "BPM.28L5.B1"             8841.347                    4          0.257724825    0.003739185962492                    0          19.06304514
         "BPM.27L5.B1"             8894.796                    4        -0.0731784575    0.003045128732614                    0          19.19969582
         "BPM.26L5.B1"             8948.244                    4            0.1501555    0.002010603500251                    0          19.31338434
         "BPM.25L5.B1"             9001.693                    4          0.111445325    0.007506257763499                    0          19.44903066
         "BPM.24L5.B1"             9055.141                    4         -0.117029775    0.006055882470548                    0          19.56300894
         "BPM.22L5.B1"             9162.038                    4         -0.263657275    0.001092333857893                    0          19.81334842
         "BPM.21L5.B1"             9215.487                    4           0.07142454    0.009906959718477                    0          19.94899466
         "BPM.20L5.B1"             9268.935                    4          0.069009785    0.004809192022497                    0          20.06297275
         "BPM.19L5.B1"             9322.384                    4       0.009137664435     0.00850204453503                    0          20.19962358
         "BPM.18L5.B1"             9375.832                    4          0.123973425    0.007151433466942                    0           20.3133125
         "BPM.17L5.B1"             9429.281                    4          0.100031025     0.00466252438407                    0          20.44895867
         "BPM.16L5.B1"             9482.729                    4           0.14406985    0.002760877536712                    0          20.56293655
         "BPM.15L5.B1"             9536.178                    4         -0.021593225    0.004689863655208                    0          20.69958747
         "BPM.14L5.B1"             9589.626                    4        -0.0648915725    0.004093028735862                    0          20.81327657
         "BPM.13L5.B1"             9643.075                    4         -0.079353255    0.006107211926816                    0          20.94892267
         "BPM.12L5.B1"             9696.523                    4          0.261889125    0.004934772418977                    0          21.05716565
         "BPM.11L5.B1"             9749.972                    4         -0.114873025    0.006570498674918                    0          21.18643106
         "BPM.10L5.B1"             9802.753                    4          0.219868225    0.003464099500894                    0          21.28979788
          "BPM.9L5.B1"             9841.818                    4         -0.096656005     0.01031932949482                    0          21.38324632
          "BPM.8L5.B1"             9882.281                    4            0.4856684    0.004356684063054                    0          21.52511536
         "BPMR.7L5.B1"             9921.347                    4          0.138031075     0.01349814468703                    0          21.73458971
         "BPMR.5L5.B1"             9990.141                    4         -0.357144125     0.00811625889694                    0            22.141753
        "BPMWB.4L5.B1"             10038.68                    4          -0.16062095    0.007410216267608                    0           22.1793548
        "BPMSY.4L5.B1"             10131.46                    4         -0.652363825    0.009731135929172                    0           22.1901396
         "BPMS.2L5.B1"             10158.25                    4          -1.52879075     0.00592767919918                    0          22.19263064
        "BPMSW.1L5.B1"             10168.21                    4          0.278150775    0.002367935152641                    0          22.19424558
         "BPMS.2R5.B1"              10221.3                    4           2.41942375     0.01374259475817                    0          22.68662948
        "BPMSY.4R5.B1"             10248.09                    4         -0.358490025    0.005579146011903                    0          22.68833853
        "BPMWB.4R5.B1"             10340.87                    4          0.409390775    0.006625312392042                    0          22.69995471
        "BPMYA.4R5.B1"                10362                    4          0.635536675     0.00477687919118                    0          22.70370478
          "BPM.5R5.B1"             10383.12                    4         0.0207814575    0.008333524094385                    0          22.70947199
         "BPMR.6R5.B1"             10415.02                    4         0.0594809425    0.004153443925538                    0          22.72654267
          "BPM.8R5.B1"             10490.47                    4          0.195388175    0.002320818324878                    0          22.94671101
          "BPM.9R5.B1"             10529.54                    4         -0.202963325     0.00458717386929                    0          23.05594365
         "BPM.10R5.B1"             10570.01                    4         0.0867596575    0.004353165756353                    0          23.16111853
         "BPM.11R5.B1"             10622.79                    4         -0.115138075    0.004639310431745                    0          23.28430865
         "BPM.12R5.B1"             10677.51                    4       -0.00709665125    0.003069487075677                    0          23.45000046
         "BPM.14R5.B1"             10784.42                    4          0.141721775    0.001874022391035                    0          23.70078915
         "BPM.17R5.B1"             10944.77                    4            -0.490925    0.004982272896496                    0          24.06413046
         "BPM.18R5.B1"             10998.22                    4         0.0771670725    0.004125065340081                    0          24.20078915
         "BPM.19R5.B1"             11051.68                    4         -0.220467675    0.003929297548177                    0          24.31447939
         "BPM.20R5.B1"             11105.13                    4         0.0791900375    0.004437018184979                    0          24.45013835
         "BPM.23R5.B1"             11265.48                    4           -0.3569268    0.003637598164341                    0          24.81447939
         "BPM.24R5.B1"             11318.93                    4          -0.18939585    0.002976522970301                    0          24.95013835
         "BPM.25R5.B1"             11372.38                    4          -0.37046235    0.002304896553577                    0          25.06413046
         "BPM.26R5.B1"             11425.84                    4        -0.0420172675    0.002155945810587                    0          25.20078915
         "BPM.27R5.B1"             11479.29                    4           0.17870235    0.002921200452334                    0          25.31447939
         "BPM.28R5.B1"             11532.74                    4         -0.308958125    0.004952408817142                    0          25.45013835
         "BPM.29R5.B1"             11586.19                    4          -0.41296235    0.004136939862112                    0          25.56413046
         "BPM.30R5.B1"             11639.64                    4             0.178897    0.002368867373921                    0          25.70078915
         "BPM.31R5.B1"             11693.09                    4          -0.03965549    0.003246086109759                    0          25.81447939
         "BPM.32R5.B1"             11746.54                    4         0.0047538585    0.005946997351576                    0          25.95013835
         "BPM.33R5.B1"                11800                    4            0.1289432    0.004581193570481                    0          26.06413046
         "BPM.34R5.B1"             11853.45                    4           -0.1780304    0.001934342411576                    0          26.20078915
         "BPM.33L6.B1"              11906.9                    4          0.291700175    0.001515206539416                    0          26.31447939
         "BPM.32L6.B1"             11960.35                    4          -0.07783832    0.001667106310938                    0          26.45013835
         "BPM.30L6.B1"             12067.25                    4         -0.155962525    0.001662891957432                    0          26.70078915
         "BPM.29L6.B1"              12120.7                    4          0.352277325    0.004486458078161                    0          26.81447939
         "BPM.28L6.B1"             12174.16                    4         0.0708383175    0.002245508234418                    0          26.95013835
         "BPM.27L6.B1"             12227.61                    4           0.05720242    0.006954239820503                    0          27.06413046
         "BPM.26L6.B1"             12281.06                    4          0.104022325    0.003497205018596                    0          27.20078915
         "BPM.25L6.B1"             12334.51                    4         -0.419514525    0.003516566147126                    0          27.31447939
         "BPM.24L6.B1"             12387.96                    4          0.243828275    0.001164277104941                    0          27.45013835
         "BPM.22L6.B1"             12494.87                    4         -0.112839575    0.003985269499305                    0          27.70078915
         "BPM.21L6.B1"             12548.32                    4          0.481080725    0.002241224084528                    0          27.81447939
         "BPM.20L6.B1"             12601.77                    4         -0.069111435    0.004745349089113                    0          27.95013835
         "BPM.19L6.B1"             12655.22                    4         -0.070575975    0.002428726314201                    0          28.06413046
         "BPM.18L6.B1"             12708.67                    4          0.216290725   0.0005832777358112                    0          28.20078915
         "BPM.17L6.B1"             12762.12                    4          -0.66727195    0.001648339331772                    0          28.31447939
         "BPM.16L6.B1"             12815.57                    4          0.126065125    0.001178066942961                    0          28.45013835
         "BPM.15L6.B1"             12869.03                    4          0.509083575    0.002625754688094                    0          28.56413046
         "BPM.14L6.B1"             12922.48                    4         -0.149540925    0.002681953287643                    0          28.70078915
         "BPM.13L6.B1"             12975.93                    4          0.176879275    0.003415868448447                    0          28.81447939
         "BPM.12L6.B1"             13029.38                    4           -0.0476817    0.001183156025709                    0          28.95167893
         "BPM.11L6.B1"             13082.83                    4          0.382645925    0.006302226296482                    0          29.07912271
         "BPM.10L6.B1"             13134.67                    4         -0.249457525    0.003896993804472                    0          29.22925734
          "BPM.9L6.B1"             13173.74                    4          0.543538425     0.00540262906251                    0          29.36506183
          "BPM.8L6.B1"              13214.2                    4        -0.0441245475    0.003201989483608                    0          29.58693198
        "BPMYA.5L6.B1"             13311.29                    4           0.18393315    0.003499498115833                    0          29.68526783
