@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/home/jdilly/link_betabeat/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/home/jdilly/link_gui_out/2018-11-01/models/LHCB2/flattoptics_injecitonTunesB2/twiss.dat' '--files=/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_01_28_539/Beam2@Turn@2018_10_30@13_01_28_539.sdds,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_03_01_002/Beam2@Turn@2018_10_30@13_03_01_002.sdds,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_04_06_462/Beam2@Turn@2018_10_30@13_04_06_462.sdds' '--output=/home/jdilly/link_gui_out/2018-11-01/LHCB2/Results/b2_MD3312_forcoupling' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=0' '--errordefs=/home/jdilly/link_gui_out/2018-11-01/models/LHCB2/flattoptics_injecitonTunesB2/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/media/jdilly/Storage/Repositories/BetaBeatGui/beta-beating-cwd"
@ Date %s "01. November 2018, 14:51:59"
@ Q1 %le 0.2808186800485283
@ Q2 %le 0.3089518904912754
@ RMSbetabeat %le -1
@ DPP %le 0
@ BetaAlgorithmVersion %s "2017.3.2"
@ NumberOfBPMs %le 10
@ RangeOfBPMs %le 11
@ ErrorsFrom %s "Analytical Formula"
@ PhaseTheshold %le 0.01
@ RCond %le 1e-14
@ FILES %s "/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_01_28_539/Beam2@Turn@2018_10_30@13_01_28_539.sdds.liny,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_03_01_002/Beam2@Turn@2018_10_30@13_03_01_002.sdds.liny,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_04_06_462/Beam2@Turn@2018_10_30@13_04_06_462.sdds.liny"
*                 NAME                    S                COUNT                 BETY              SYSBETY             STATBETY              ERRBETY        CORR_ALFABETA                 ALFY              SYSALFY             STATALFY              ERRALFY              BETYMDL              ALFYMDL               MUYMDL        NCOMBINATIONS
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.19R8.B2"          724.2845304                    3       89.97373322526                    0                    0      0.6082969172478                    0       3.181140685576                    0                    0     0.01841815303621          95.36465674          3.232356579          1.904057201                   21
         "BPM.20R8.B2"          777.7360145                    3       49.10516996717                    0                    0        0.45700158147                    0     -0.3400430389644                    0                    0    0.004664386366615          53.34677183        -0.2587626057          2.052326438                   21
         "BPM.21R8.B2"          831.1874986                    3       50.57308043571                    0                    0      0.3340873737712                    0     -0.9598804509988                    0                    0    0.007084345391082          46.98384279        -0.9907812203           2.32066771                   21
         "BPM.22R8.B2"          884.6389827                    3        673.647521978                    0                    0       7.671418547817                    0      -9.531066926745                    0                    0     0.06374036572861          676.5012732         -9.757754788          2.372692225                   21
         "BPM.23R8.B2"          938.0904667                    3       91.57393172247                    0                    0      0.6914447432106                    0       3.152293978523                    0                    0      0.0183944774574          95.36465675          3.232356579          2.404057201                   21
         "BPM.24R8.B2"          991.5419508                    3       50.84235920559                    0                    0       1.100660570099                    0     -0.2987928022836                    0                    0     0.01150654226539          53.34677183        -0.2587626056          2.552326438                   21
         "BPM.25R8.B2"          1044.993435                    3       48.64619032438                    0                    0      0.7057834799243                    0     -0.9580648573689                    0                    0     0.01454216708095          46.98384279        -0.9907812203           2.82066771                   21
         "BPM.26R8.B2"          1098.444919                    3       680.2511996791                    0                    0       6.697970597792                    0      -9.599905290788                    0                    0     0.04777470142379          676.5012732         -9.757754788          2.872692225                   21
         "BPM.27R8.B2"          1151.896403                    3       96.73103762956                    0                    0      0.5482758151317                    0       3.284625408825                    0                    0    0.005040376935188          95.36465675          3.232356579          2.904057201                   21
         "BPM.28R8.B2"          1205.347887                    3       53.39899496945                    0                    0       1.151112228724                    0      -0.273123023794                    0                    0    0.008502021016773          53.34677184        -0.2587626056          3.052326438                   21
         "BPM.29R8.B2"          1258.799371                    3       46.77282457334                    0                    0      0.2135920741574                    0      -1.014873701434                    0                    0    0.002029219823514          46.98384278        -0.9907812203           3.32066771                   21
         "BPM.30R8.B2"          1312.250855                    3       669.3427318427                    0                    0       4.978106311532                    0      -9.942728282715                    0                    0     0.05023031400176          676.5012732         -9.757754788          3.372692225                   21
         "BPM.31R8.B2"           1365.70234                    3       96.93936595503                    0                    0      0.9677250185233                    0       3.239213703456                    0                    0     0.03932599319567          95.36465676          3.232356579          3.404057201                   21
         "BPM.32R8.B2"          1419.153824                    3       58.29386343534                    0                    0      0.5080030712027                    0     -0.2230437946104                    0                    0    0.003227687239675          53.34677184        -0.2587626055          3.552326438                   21
         "BPM.33R8.B2"          1472.605308                    3       43.84990609819                    0                    0       0.403156137392                    0     -0.9856063921671                    0                    0    0.009746054432718          46.98384278        -0.9907812203           3.82066771                   21
         "BPM.34R8.B2"          1526.056792                    3       667.7766339169                    0                    0       5.633667340748                    0      -9.926295901369                    0                    0     0.04825787915286          676.5012731         -9.757754788          3.872692225                   21
         "BPM.33L1.B2"          1579.508276                    3       98.76886568836                    0                    0      0.7692876225853                    0       3.226217492274                    0                    0     0.02446522541709          95.36465676          3.232356579          3.904057201                   21
         "BPM.32L1.B2"           1632.95976                    3       59.73937653569                    0                    0       1.091757035864                    0       -0.24244380892                    0                    0     0.01093169593797          53.34677185        -0.2587626055          4.052326438                   21
         "BPM.31L1.B2"          1686.411244                    3       42.87275829137                    0                    0      0.4501528599279                    0     -0.9718971416468                    0                    0    0.007825566790728          46.98384277        -0.9907812203           4.32066771                   21
         "BPM.30L1.B2"          1739.862728                    3       665.0689021264                    0                    0        7.93104622533                    0      -9.732332465341                    0                    0     0.06451148603309          676.5012731         -9.757754788          4.372692225                   21
         "BPM.29L1.B2"          1793.314212                    3       98.00260176694                    0                    0      0.5317351030946                    0       3.219680469363                    0                    0      0.0172779903211          95.36465676           3.23235658          4.404057201                   21
         "BPM.28L1.B2"          1846.765696                    3       59.23843770354                    0                    0      0.4514647956341                    0     -0.2441218656661                    0                    0    0.004535321225867          53.34677186        -0.2587626054          4.552326438                   21
         "BPM.27L1.B2"           1900.21718                    3       43.30117754117                    0                    0      0.3453906359374                    0     -0.9978101605422                    0                    0    0.006579892246599          46.98384277        -0.9907812203           4.82066771                   21
         "BPM.26L1.B2"          1953.668665                    3       660.7864011908                    0                    0       8.556344991394                    0      -9.613210384353                    0                    0     0.09370967309792          676.5012731         -9.757754788          4.872692225                   21
         "BPM.25L1.B2"          2007.120149                    3       99.47657844553                    0                    0      0.6405057579481                    0       3.150525852348                    0                    0     0.01847744081172          95.36465677           3.23235658          4.904057201                   21
         "BPM.24L1.B2"          2060.571633                    3       62.43350708289                    0                    0      0.6741583764483                    0     -0.2165981354702                    0                    0    0.006291296232804          53.34677186        -0.2587626054          5.052326438                   21
         "BPM.23L1.B2"          2114.023117                    3         41.472153932                    0                    0      0.6895770637896                    0     -0.9697775674811                    0                    0      0.0163816703119          46.98384276        -0.9907812204           5.32066771                   21
         "BPM.22L1.B2"          2167.474601                    3       653.4106591096                    0                    0       13.35030080832                    0      -9.440405520541                    0                    0     0.05574460984389          676.5012731         -9.757754788          5.372692225                   21
         "BPM.21L1.B2"          2220.926085                    3       99.33300174208                    0                    0       1.120887232776                    0       3.195525121463                    0                    0     0.03136640464057          95.36465677           3.23235658          5.404057201                   21
         "BPM.20L1.B2"          2274.377569                    3       61.94149047741                    0                    0       1.063890334286                    0     -0.2188873449025                    0                    0     0.01227079615615          53.34677187        -0.2587626053          5.552326438                   21
         "BPM.19L1.B2"          2327.829053                    3       41.47363325012                    0                    0      0.7585516600847                    0     -0.9831119502961                    0                    0     0.01451759278967          46.98384276        -0.9907812204           5.82066771                   21
         "BPM.18L1.B2"          2381.280537                    3       660.6343922722                    0                    0       7.189762519896                    0      -9.512084185723                    0                    0     0.06907250184336          676.5012731         -9.757754788          5.872692225                   21
         "BPM.17L1.B2"          2434.732021                    3       96.28599900727                    0                    0       0.833247009848                    0       3.195829764565                    0                    0     0.02977341062862          95.36465678           3.23235658          5.904057201                   21
         "BPM.16L1.B2"          2488.183506                    3       56.88519376558                    0                    0       0.265897182855                    0     -0.2420154923468                    0                    0    0.002807571988456          53.34677187        -0.2587626053          6.052326438                   21
         "BPM.15L1.B2"           2541.63499                    3        44.5307719766                    0                    0      0.2483172339622                    0     -0.9866733406075                    0                    0    0.004959365039624          46.98384276        -0.9907812204           6.32066771                   21
         "BPM.14L1.B2"          2595.086474                    3       665.2911160618                    0                    0       5.922180147678                    0      -9.661942261191                    0                    0      0.0673002439587          676.5012731         -9.757754788          6.372692225                   21
         "BPM.13L1.B2"          2648.537958                    3       94.58472559062                    0                    0      0.6843004356015                    0       3.150185475274                    0                    0     0.02464535262883          95.36465678           3.23235658          6.404057201                   23
         "BPM.12L1.B2"          2701.989442                    3       54.18311218331                    0                    0       0.623426146404                    0     -0.2668208370275                    0                    0    0.005447623079748          52.44289013        -0.2593906608          6.554146835                   29
         "BPM.11L1.B2"          2755.440926                    3       46.51840061353                    0                    0      0.5067573885915                    0      -1.025748662333                    0                    0     0.01179466802045          47.95842678         -1.025787301           6.82513072                   24
         "BPM.10L1.B2"          2808.223615                    3       660.8559140951                    0                    0       8.793855691342                    0      -9.582708047996                    0                    0     0.08441106649083          673.6647128         -9.766925297          6.875717015                   24
          "BPM.9L1.B2"          2847.290605                    3       93.74778036818                    0                    0       1.097358326116                    0       4.568824965901                    0                    0     0.04962639046672          95.04287091          4.650316332          6.898119912                   26
          "BPM.8L1.B2"          2887.755594                    3       27.54849827604                    0                    0      0.6541672236153                    0     -0.2193843304486                    0                    0     0.01139419012268          26.99039215        -0.2154569397          7.079208335                   34
          "BPM.7L1.B2"          2926.823584                    3       44.69788449996                    0                    0       2.578896894029                    0      -1.122434691108                    0                    0     0.07583019309659          45.66542069         -1.145547776          7.327720604                   22
        "BPMSX.7L1.B2"          2957.502084                    3       513.1435062916                    0                    0       8.195691573755                    0      -13.09535113477                    0                    0      0.1825193447641          513.2911902          -13.1616704          7.365679902                   13
         "BPMR.6L1.B2"          2970.007584                    3       828.2150997003                    0                    0       26.11148012723                    0      -10.16383094599                    0                    0      0.2225180491389          854.5108862         -10.48597887          7.368632709                    3
          "BPM.5L1.B2"          3001.907584                    3       1701.662333965                    0                    0       54.17269594367                    0      -28.33138041393                    0                    0      0.5241047308573          1741.817895          -28.9893495          7.372892286                    3
        "BPMYA.4L1.B2"          3023.025584                    3       3099.559265839                    0                    0       338.2534367487                    0      -38.18557127803                    0                    0       4.136033605024          3181.637129         -39.19036606          7.374320036                    1
        "BPMWB.4L1.B2"          3044.082084                    3       3585.649583576       2779.421171304       1114.664433668       2994.604956781                    0      -20.65895528422       31.97159909766        9.85801879241       2994.604956781          3864.345309         -13.17834457          7.375257631                   -1
        "BPMSY.4L1.B2"          3136.938084                    3       12083.48467838       37428.89552952       5465.462422407       37825.83112174                    0       78.72580129693       1067.943788463       170.9462197231       37825.83112174           6701.43701         -17.37502628          7.378161867                   -1
         "BPMS.2L1.B2"          3163.723584                    3       13692.52217097       28060.38718818       5125.875034726       28524.72478434                    0       949.6335650807         1906.1200676       304.9337337181       28524.72478434          10369.78444          665.0765321          7.378588174                   -1
        "BPMSW.1L1.B2"          3173.673584                    3       2420.482614406       3041.007802775       951.5441733087       3186.403108568                    0        162.132639766       159.0751616353       37.44995874908       3186.403108568          3104.992297          143.8826786          7.378901184                   -1
        "BPMSW.1R1.B2"          3216.816584                    3       2949.212207525       3495.773274061       864.3891093113        3601.05530587                    0      -145.8372003311       72.48382172104       16.21909744539        3601.05530587          3100.685311         -143.7828481          7.876688163                   -1
         "BPMS.2R1.B2"          3226.781584                    3       4110.096460749                    0                    0         174.18184911                    0       62.61760051403                    0                    0       3.083709668804          3912.806243          59.66867487          7.877091226                    1
        "BPMSY.4R1.B2"          3253.567084                    3       14022.40769616                    0                    0       392.7506636351                    0       90.68479020883                    0                    0       2.432825859573          13725.46397          88.83643411           7.87771265                    3
        "BPMWB.4R1.B2"          3346.423084                    3       2226.234793381                    0                    0       51.96581517437                    0       36.18332647682                    0                    0      0.5822709570856          2185.692456           35.4389325          7.880410964                    3
        "BPMYA.4R1.B2"          3367.479584                    3        1004.48244089                    0                    0       26.72480792055                    0       15.40627064186                    0                    0      0.3391282186951          994.2909079          15.23170495          7.882727794                    6
         "BPMR.5R1.B2"          3394.887584                    3       331.2157798131                    0                    0       3.707445360048                    0       12.25284684953                    0                    0      0.1030750630413          314.4639333           11.7449607          7.890337517                   18
          "BPM.6R1.B2"          3426.787584                    3       14.82480916638                    0                    0      0.8209550590008                    0      -2.430949644844                    0                    0     0.07350707197503          15.06336411         -2.427519323          8.311767813                   31
        "BPMRA.7R1.B2"          3454.511584                    3       504.6004244289                    0                    0       5.217595797589                    0      -15.32243498646                    0                    0      0.1355085935951          501.3776312          -15.1137542          8.363443995                   35
          "BPM.8R1.B2"          3495.948594                    3       64.07968435909                    0                    0      0.3699139218341                    0       3.645168558053                    0                    0     0.01742795932638          62.18569808          3.614701899          8.394447543                   33
          "BPM.9R1.B2"          3535.013605                    3        30.0546670395                    0                    0      0.1687873517217                    0     -0.9388595081353                    0                    0    0.001841116987069          31.35480034         -1.015105833          8.676499481                   40
         "BPM.10R1.B2"          3575.476615                    3       54.48726049099                    0                    0      0.3486754223882                    0     -0.7377538320908                    0                    0    0.006421866522801          55.10625128         -0.692285004          8.835731835                   40
         "BPM.11R1.B2"          3628.257326                    3       755.5995985528                    0                    0       6.920936490693                    0      -10.71269749965                    0                    0     0.05196927534975          735.2310988         -10.71960647           8.88242468                   33
         "BPM.12R1.B2"          3682.980842                    3       106.7558752767                    0                    0       1.361171352613                    0       3.511734179595                    0                    0     0.03964417410047          101.5015726          3.390163343          8.912447765                   33
         "BPM.13R1.B2"          3736.429358                    3       54.96415566479                    0                    0      0.7263713560196                    0     -0.1377839089642                    0                    0    0.006796206422175          52.25052139        -0.1941403502          9.056292608                   32
         "BPM.14R1.B2"          3789.877874                    3       46.41157035326                    0                    0      0.3391743359114                    0      -1.027710950823                    0                    0    0.006139594578527          47.87141106        -0.9876038377          9.321521893                   31
         "BPM.15R1.B2"           3843.32639                    3       689.3032677753                    0                    0        8.43669847433                    0      -9.973434036214                    0                    0     0.09970429591866          677.6373149         -9.745935914          9.372996352                   23
         "BPM.16R1.B2"          3896.774906                    3       98.50908993709                    0                    0       1.289727091949                    0       3.311493964171                    0                    0     0.04740905782683          94.50169107          3.229350051          9.404477567                   21
         "BPM.17R1.B2"          3950.223421                    3        54.3082491892                    0                    0      0.7096447971149                    0     -0.2280774116999                    0                    0    0.007230987213479          52.17047266        -0.2696058734          9.556171348                   21
         "BPM.18R1.B2"          4003.671937                    3       46.59395551123                    0                    0      0.3086669130723                    0      -1.019343315977                    0                    0    0.005828176367061          47.84498667        -0.9877044149           9.82149666                   27
         "BPM.19R1.B2"          4057.120453                    3       688.6523943789                    0                    0       10.04565298731                    0      -9.893433775626                    0                    0     0.07843471537303          677.6025883         -9.746284631          9.872987216                   21
         "BPM.20R1.B2"          4110.568969                    3       97.69000088125                    0                    0      0.7089803512169                    0       3.287352094756                    0                    0     0.01840655734574          94.52811307          3.229450412           9.90446479                   21
         "BPM.21R1.B2"          4164.017485                    3       53.27912368374                    0                    0       1.326939506648                    0     -0.2288926217042                    0                    0     0.01358339560802          52.20523141        -0.2692576429          10.05605272                   21
         "BPM.23R1.B2"          4270.914517                    3       689.0627793914                    0                    0       8.432884262121                    0      -9.795785738408                    0                    0      0.0540501494355          677.5677974         -9.746632375          10.37297808                   21
         "BPM.24R1.B2"          4324.363033                    3       96.25954800602                    0                    0       1.031221878815                    0       3.277330799024                    0                    0      0.0342301721527          94.55453028           3.22955034          10.40445202                   21
         "BPM.25R1.B2"          4377.811549                    3       50.84426135282                    0                    0      0.9055293209457                    0     -0.2464797703991                    0                    0     0.01112822035447          52.24005436        -0.2689103852          10.55593418                   21
         "BPM.26R1.B2"          4431.260065                    3       48.78956095948                    0                    0       1.082337913075                    0      -1.008788462709                    0                    0     0.02466209667137          47.79215226        -0.9879042707          10.82144615                   27
         "BPM.27R1.B2"           4484.70858                    3       695.4823246572                    0                    0       5.706421660631                    0      -10.06973046624                    0                    0     0.05380542221897          677.5329424         -9.746979146          10.87296894                   21
         "BPM.28R1.B2"          4538.157096                    3       94.60769146445                    0                    0      0.5604122187277                    0       3.316388091072                    0                    0     0.01439303270631          94.58094268          3.229649835          10.90443925                   21
         "BPM.29R1.B2"          4591.605612                    3       49.20449370522                    0                    0      0.9098485309461                    0     -0.2781919552451                    0                    0      0.0101235776823          52.27494149        -0.2685641005          11.05581571                   21
         "BPM.30R1.B2"          4645.054128                    3        50.5518836651                    0                    0      0.2510982876177                    0      -1.023327593767                    0                    0    0.002909567770762          47.76574225        -0.9880035492          11.32142088                   21
         "BPM.31R1.B2"          4698.502644                    3       695.5900390351                    0                    0       8.969619705423                    0      -9.943274966428                    0                    0      0.1138819700711          677.4980232         -9.747324944          11.37295981                   21
         "BPM.32R1.B2"           4751.95116                    3       94.57825989927                    0                    0      0.8466685908977                    0       3.283725576464                    0                    0     0.02270486596945          94.60735028          3.229748897          11.40442648                   21
         "BPM.33R1.B2"          4805.399676                    3       49.71096818264                    0                    0      0.9420764064219                    0     -0.2790646980103                    0                    0    0.008505154578704          52.30989281        -0.2682187888          11.55569733                   21
         "BPM.34R1.B2"          4858.848192                    3       50.04479226105                    0                    0       0.694562862736                    0      -1.004801047516                    0                    0     0.01530865469312          47.73933706        -0.9881023948          11.82139559                   21
         "BPM.33L2.B2"          4912.296708                    3       687.5439337673                    0                    0       10.77466358722                    0      -10.07001373459                    0                    0     0.01085057455529          677.4630398          -9.74766977          11.87295067                   21
         "BPM.32L2.B2"          4965.745224                    3       94.93446337998                    0                    0      0.8437229322565                    0       3.265032049686                    0                    0     0.02799286410208          94.63375308          3.229847526          11.90441372                   21
         "BPM.31L2.B2"           5019.19374                    3       51.10722913942                    0                    0      0.7118750814688                    0     -0.2733089550509                    0                    0    0.007555701911397          52.34490831        -0.2678744502          12.05557902                   21
         "BPM.30L2.B2"          5072.642255                    3       48.72671513594                    0                    0      0.3843919708286                    0     -0.9886193725824                    0                    0    0.006347099312092          47.71293667        -0.9882008073          12.32137028                   21
         "BPM.29L2.B2"          5126.090771                    3       682.7987449246                    0                    0        12.7801600641                    0      -9.880604975154                    0                    0      0.1176378839067          677.4279922         -9.748013622          12.37294153                   21
         "BPM.28L2.B2"          5179.539287                    3       95.43839089384                    0                    0       1.055816464149                    0       3.228383675886                    0                    0     0.02792935205785          94.66015105          3.229945722          12.40440096                   21
         "BPM.27L2.B2"          5232.987803                    3       52.53998502847                    0                    0       0.958312329698                    0     -0.2521419762183                    0                    0    0.007058928651921          52.37998797        -0.2675310847          12.55546079                   21
         "BPM.26L2.B2"          5286.436319                    3        47.2609330408                    0                    0      0.4798983463236                    0     -0.9759414259882                    0                    0    0.006380861787649           47.6865411        -0.9882987869          12.82134497                   21
         "BPM.25L2.B2"          5339.884835                    3       651.7016219524                    0                    0       12.21855403687                    0      -9.552175425947                    0                    0      0.1408345974445          677.3928804           -9.7483565          12.87293239                   21
         "BPM.24L2.B2"          5393.333351                    3       95.50138731674                    0                    0      0.8241806286385                    0       3.282368957525                    0                    0     0.02695114372678          94.68654421          3.230043485           12.9043882                   21
         "BPM.23L2.B2"          5446.781867                    3       199.5952978104                    0                    0      0.7235525111376                    0      -0.565588355404                    0                    0    0.003957474752189           52.4151318        -0.2671886925          13.05534264                   21
         "BPM.22L2.B2"          5500.230383                    3       45.20023069191                    0                    0      0.6046181351172                    0     -0.9553070444639                    0                    0     0.01266281489252          47.66015036        -0.9883963334          13.32131964                   21
         "BPM.21L2.B2"          5553.678899                    3       671.1018916956                    0                    0        10.5180659825                    0      -9.869304078961                    0                    0     0.07141062861077          677.3577045         -9.748698406          13.37292325                   21
         "BPM.20L2.B2"          5607.127414                    3       286.4261241985                    0                    0       2.228965097354                    0       5.226429378797                    0                    0     0.09193694386736          94.71293254          3.230140815          13.40437545                   21
         "BPM.19L2.B2"           5660.57593                    3       105.8191448456                    0                    0      0.7305596230178                    0     -0.8104813676623                    0                    0    0.007653620474241          52.45033978        -0.2668472736          13.55522457                   21
         "BPM.18L2.B2"          5714.024446                    3       47.64315627343                    0                    0      0.3899633847345                    0     -0.9765838045261                    0                    0    0.007272944503914          47.63376444        -0.9884934469          13.82129429                   21
         "BPM.17L2.B2"          5767.472962                    3       673.8892206292                    0                    0        9.40089738893                    0      -9.791313911133                    0                    0      0.1009048899087          677.3224645         -9.749039338          13.87291411                   29
         "BPM.16L2.B2"          5820.921478                    3       95.94131938186                    0                    0       0.966117353819                    0       3.270767595989                    0                    0     0.01307072749007          94.73931604          3.230237712           13.9043627                   25
         "BPM.15L2.B2"          5874.369994                    3       153.7316868112                    0                    0       1.403520735302                    0     -0.8680497601269                    0                    0     0.01308309111816          52.48561191         -0.266506828          14.05510658                   32
         "BPM.14L2.B2"           5927.81851                    3       48.10319332039                    0                    0      0.7055487808815                    0      -1.005504232956                    0                    0    0.007084453851642          47.60738336        -0.9885901273          14.32126893                   32
         "BPM.12L2.B2"          6034.715542                    3       113.0065285049                    0                    0      0.8766728688956                    0       3.408996771419                    0                    0     0.01662034398923          111.3515669          3.354375703          14.40189928                   27
         "BPM.11L2.B2"          6088.164058                    3       72.55796087091                    0                    0      0.9271699055647                    0     -0.1284825227601                    0                    0    0.007704262822929          71.51869628        -0.1461354033          14.51264543                   42
         "BPM.10L2.B2"          6140.002768                    3       34.85002231132                    0                    0      0.2061393922219                    0     -0.9179528539139                    0                    0    0.003193415046898           35.0155936        -0.9007915887          14.79826045                   42
          "BPM.9L2.B2"          6179.067779                    3       459.5182268021                    0                    0       3.795817888998                    0      -9.150599457604                    0                    0     0.04136913003419          455.5458986         -9.013366967          14.85355138                   44
          "BPM.8L2.B2"          6219.530789                    3       29.53724484326                    0                    0      0.2501871120974                    0         2.4896434803                    0                    0     0.01027750298438          29.18110345          2.446324189          14.90244347                   36
