@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/home/jdilly/link_betabeat/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/home/jdilly/link_gui_out/2018-11-01/models/LHCB2/flattoptics_injecitonTunesB2/twiss.dat' '--files=/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_01_28_539/Beam2@Turn@2018_10_30@13_01_28_539.sdds,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_03_01_002/Beam2@Turn@2018_10_30@13_03_01_002.sdds,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_04_06_462/Beam2@Turn@2018_10_30@13_04_06_462.sdds' '--output=/home/jdilly/link_gui_out/2018-11-01/LHCB2/Results/b2_MD3312_forcoupling' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=0' '--errordefs=/home/jdilly/link_gui_out/2018-11-01/models/LHCB2/flattoptics_injecitonTunesB2/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/media/jdilly/Storage/Repositories/BetaBeatGui/beta-beating-cwd"
@ Date %s "01. November 2018, 14:51:59"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB2"
@ Q1 %le 0.2688187400485257
@ Q2 %le 0.32395199049127005
@ FILES %s "/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_01_28_539/Beam2@Turn@2018_10_30@13_01_28_539.sdds.liny,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_03_01_002/Beam2@Turn@2018_10_30@13_03_01_002.sdds.liny,/home/jdilly/link_gui_out/2018-11-01/LHCB2/Measurements/Beam2@Turn@2018_10_30@13_04_06_462/Beam2@Turn@2018_10_30@13_04_06_462.sdds.liny"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.32R1.B2"           4751.95116                    3  -0.0006399963153437    0.001043938132413                    0          11.40442648
         "BPM.33R1.B2"          4805.399676                    3     -0.1109936490877    0.002037900314262                    0          11.55569733
         "BPM.34R1.B2"          4858.848192                    3     -0.1023233224302     0.00290144334175                    0          11.82139559
         "BPM.33L2.B2"          4912.296708                    3     0.07125990342817    0.007660605790991                    0          11.87295067
         "BPM.32L2.B2"          4965.745224                    3   -0.003999339515566    0.001734423813646                    0          11.90441372
         "BPM.31L2.B2"           5019.19374                    3      0.1391392068537    0.004124881274193                    0          12.05557902
         "BPM.30L2.B2"          5072.642255                    3      0.1183962487907    0.002692632342637                    0          12.32137028
         "BPM.29L2.B2"          5126.090771                    3     -0.1170926200096   0.0007789817521101                    0          12.37294153
         "BPM.28L2.B2"          5179.539287                    3      0.2632950401312    0.003025268845401                    0          12.40440096
         "BPM.27L2.B2"          5232.987803                    3     -0.1961474752718    0.002452735748185                    0          12.55546079
         "BPM.26L2.B2"          5286.436319                    3    0.008624315199785   0.0004879630523912                    0          12.82134497
         "BPM.25L2.B2"          5339.884835                    3   0.0003004646985593    0.005317049387701                    0          12.87293239
         "BPM.24L2.B2"          5393.333351                    3      0.1495291289538    0.004383203038656                    0           12.9043882
         "BPM.23L2.B2"          5446.781867                    3     -0.1038526369542    0.005779678816599                    0          13.05534264
         "BPM.22L2.B2"          5500.230383                    3      0.4947814205223    0.008953923323225                    0          13.32131964
         "BPM.21L2.B2"          5553.678899                    3     -0.1341513624825    0.002563385067785                    0          13.37292325
         "BPM.20L2.B2"          5607.127414                    3    0.001396818001431    0.002905752461868                    0          13.40437545
         "BPM.19L2.B2"           5660.57593                    3     -0.1689483941776    0.008251072096597                    0          13.55522457
         "BPM.18L2.B2"          5714.024446                    3     0.02609571723183    0.005889560605237                    0          13.82129429
         "BPM.17L2.B2"          5767.472962                    3      0.0489043429947    0.007090381501836                    0          13.87291411
         "BPM.16L2.B2"          5820.921478                    3  -0.0001738601170262    0.003533606834192                    0           13.9043627
         "BPM.15L2.B2"          5874.369994                    3      0.1225039561932     0.00460331378706                    0          14.05510658
         "BPM.14L2.B2"           5927.81851                    3      0.3336399263793     0.00220367188923                    0          14.32126893
         "BPM.12L2.B2"          6034.715542                    3     -0.2558170736634    0.002423301089678                    0          14.40189928
         "BPM.11L2.B2"          6088.164058                    3    -0.07662029752868    0.006905490885389                    0          14.51264543
         "BPM.10L2.B2"          6140.002768                    3      0.2845959356033    0.006455510390553                    0          14.79826045
          "BPM.9L2.B2"          6179.067779                    3      0.1784534035701    0.006814387424674                    0          14.85355138
          "BPM.8L2.B2"          6219.530789                    3     -0.5397695617637    0.004245624390129                    0          14.90244347
          "BPM.6L2.B2"            6290.7028                    3      0.4521249830825    0.003213585393154                    0          15.33511404
        "BPMYB.4L2.B2"            6383.4718                    3     -0.2490092739558    0.006122295900064                    0          15.48746862
        "BPMWB.4L2.B2"            6407.8633                    3    -0.06501003846181    0.006499820963373                    0          15.53860299
        "BPMSX.4L2.B2"            6458.0963                    3      -1.208582095816    0.008986888060649                    0          15.60782417
         "BPMS.2L2.B2"            6496.0078                    3     -0.1669516116119    0.005396122919061                    0          15.65823508
        "BPMSW.1L2.B2"            6505.9418                    3      0.5222911381042    0.003185388676495                    0           15.6816621
        "BPMSW.1R2.B2"            6549.1318                    3        2.14914551133    0.007636615804814                    0          16.04359974
         "BPMS.2R2.B2"            6559.0658                    3       1.153592519478     0.01239108323766                    0          16.06154864
        "BPMSX.4R2.B2"            6596.9773                    3      0.6976408688562    0.006518854827389                    0           16.1050853
        "BPMWB.4R2.B2"            6647.1343                    3     0.04386546235579    0.007930335851461                    0          16.18645308
        "BPMYB.4R2.B2"            6671.6018                    3      -6.150332751506     0.01543117361487                    0          16.22139505
          "BPM.5R2.B2"            6701.1358                    3      0.4819466783988     0.01257493929674                    0          16.31714362
         "BPMR.6R2.B2"            6774.4318                    3     -0.1108696313284     0.01181608950944                    0          16.46343544
        "BPM_A.7R2.B2"            6787.3068                    3     -0.1335580453796     0.01595393985836                    0          16.47985228
          "BPM.8R2.B2"          6828.745789                    3     -0.1364445604697    0.009998618093324                    0          16.55251297
          "BPM.9R2.B2"          6867.812779                    3      -0.260450810788     0.01617623396034                    0          16.62360877
         "BPM.10R2.B2"          6908.277768                    3      0.1119126604143    0.004096434230581                    0          16.70855832
         "BPM.11R2.B2"          6960.118458                    3     -0.6362080306175     0.01259965347853                    0          16.82113166
         "BPM.12R2.B2"          7014.844942                    3      0.2332140745065   0.0005377968603165                    0          16.96450841
         "BPM.13R2.B2"          7068.296426                    3      0.2502709643806    0.009212401468108                    0          17.07457277
         "BPM.14R2.B2"           7121.74791                    3      0.2553830733244    0.006507169884079                    0          17.20711751
         "BPM.15R2.B2"          7175.199394                    3     -0.2014976698531    0.007677412608351                    0          17.32128562
         "BPM.16R2.B2"          7228.650878                    3      0.0784005451027    0.005962824918538                    0          17.45662604
         "BPM.17R2.B2"          7282.102362                    3     -0.1800934740135     0.00782804148717                    0          17.56697728
         "BPM.18R2.B2"          7335.553846                    3    -0.08453155869498    0.007556143752534                    0          17.69931164
         "BPM.19R2.B2"           7389.00533                    3      -0.293452498729     0.01607767387409                    0          17.81334863
         "BPM.20R2.B2"          7442.456814                    3      0.3423476294586    0.008090951701873                    0          17.94889957
         "BPM.21R2.B2"          7495.908299                    3     -0.3845072666291     0.01375401096219                    0          18.05938353
         "BPM.22R2.B2"          7549.359783                    3      0.3439927743177     0.00557539759748                    0          18.19152234
         "BPM.23R2.B2"          7602.811267                    3     0.02312678205096      0.0110656025747                    0          18.30241317
         "BPM.24R2.B2"          7656.262751                    3      0.2550947878486    0.005681961275526                    0           18.4344615
         "BPM.25R2.B2"          7709.714235                    3     -0.7382874835046    0.009848033383073                    0          18.54534434
         "BPM.26R2.B2"          7763.165719                    3    -0.01138425205507    0.003063855524004                    0           18.6774828
         "BPM.27R2.B2"          7816.617203                    3    -0.03107155091788    0.005962118752572                    0          18.78838054
         "BPM.28R2.B2"          7870.068687                    3      0.1208193990213    0.004100793969323                    0          18.92043038
         "BPM.29R2.B2"          7923.520171                    3     -0.1275930733352    0.003096093126976                    0          19.03130643
         "BPM.30R2.B2"          7976.971655                    3      0.3665546289548    0.006055671638431                    0          19.16344269
         "BPM.31R2.B2"           8030.42314                    3      -0.255032593114    0.003635360890442                    0          19.27434705
         "BPM.32R2.B2"          8083.874624                    3      0.1097190961793     0.00648113590867                    0          19.40639977
         "BPM.33R2.B2"          8137.326108                    3    0.003143392192166    0.006543525103082                    0          19.51726941
         "BPM.34R2.B2"          8190.777592                    3      -0.131992678365     0.01090540394211                    0          19.64940215
         "BPM.33L3.B2"          8244.229076                    3     -0.2045499296693    0.006899795021714                    0          19.76031265
         "BPM.32L3.B2"           8297.68056                    3     0.08039115410764    0.004224036074903                    0           19.8923695
         "BPM.31L3.B2"          8351.132044                    3     -0.1312140718457    0.006768085374354                    0          20.00323333
         "BPM.30L3.B2"          8404.583528                    3      0.2115734664465    0.003295968327687                    0          20.13536134
         "BPM.29L3.B2"          8458.035012                    3      0.2795138307727    0.005147751808865                    0           20.2462773
         "BPM.28L3.B2"          8511.486496                    3     0.04023719544051    0.001455815928421                    0          20.37833943
         "BPM.27L3.B2"           8564.93798                    3     -0.1102507360076    0.005951464673272                    0          20.48919821
         "BPM.26L3.B2"          8618.389465                    3     -0.2118530733927    0.002549149284662                    0          20.62132042
         "BPM.25L3.B2"          8671.840949                    3      0.1932143733976     0.01531422004754                    0          20.73224098
         "BPM.24L3.B2"          8725.292433                    3     -0.2482743495096    0.002798183911756                    0          20.86430938
         "BPM.23L3.B2"          8778.743917                    3      0.2842010306532     0.01057218353705                    0          20.97516404
         "BPM.22L3.B2"          8832.195401                    3      0.2492210272898    0.003463987820821                    0          21.10727956
         "BPM.21L3.B2"          8885.646885                    3     -0.1267716032229    0.009173283418422                    0          21.21820374
         "BPM.20L3.B2"          8939.098369                    3       0.209225196312     0.00454675866961                    0            21.349789
         "BPM.19L3.B2"          8992.549853                    3     -0.1236763216371    0.006241402724999                    0          21.46319026
         "BPM.18L3.B2"          9046.001337                    3    -0.01916221434525    0.001853179139909                    0          21.59948593
         "BPM.17L3.B2"          9099.452821                    3     -0.2424866798544    0.007230533257378                    0          21.71060641
         "BPM.16L3.B2"          9152.904306                    3   0.0004816262955593    0.002415175898525                    0          21.84206718
         "BPM.15L3.B2"           9206.35579                    3     -0.2780064133147    0.006372545600501                    0          21.95526006
         "BPM.14L3.B2"          9259.807274                    3      0.2002464675769     0.00211054966278                    0          22.09167533
         "BPM.13L3.B2"          9313.258758                    3      0.3038418474476    0.007991679301849                    0          22.20300278
         "BPM.12L3.B2"          9366.710242                    3      0.1974418399763    0.008392505298683                    0          22.33957286
         "BPM.11L3.B2"          9420.161726                    3     -0.4845931418866     0.01346251209635                    0          22.45079618
         "BPM.10L3.B2"          9472.944415                    3    -0.06170459101471    0.004968024182501                    0          22.58255944
          "BPM.9L3.B2"          9512.011405                    3      0.2014183369926     0.01101820999379                    0          22.64204026
          "BPM.8L3.B2"          9552.476394                    3     -0.1699934950406    0.007262489937411                    0          22.70597866
          "BPM.7L3.B2"          9591.542384                    3    -0.09350569384684    0.006908617140918                    0          22.76074577
         "BPMR.6L3.B2"          9664.181384                    3     -0.4084844321285     0.00584186233194                    0          22.85469291
         "BPMW.5L3.B2"          9734.779884                    3      0.1941930291541    0.002891581887969                    0           22.9643778
        "BPMWE.4L3.B2"          9809.907884                    3      0.4728043614855    0.008734380643929                    0          23.03776263
         "BPMW.4R3.B2"          9882.417884                    3       0.218375635304    0.002454672416726                    0           23.0841983
        "BPMWE.4R3.B2"          9909.962884                    3       0.273331413892    0.004611974438603                    0          23.12983092
         "BPMW.5R3.B2"          9985.090884                    3     -0.1192378122403    0.005034525438811                    0           23.2032642
       "BPMWE.A5R3.B2"          10013.80888                    3      0.5421914871454     0.01072553941118                    0          23.21870998
        "BPMWC.6R3.B2"          10053.62688                    3      0.7533216639796    0.004904412907904                    0          23.26154783
          "BPM.6R3.B2"          10065.78138                    3      -1.205550605575    0.005389035173746                    0          23.28777951
        "BPM_A.7R3.B2"          10121.60538                    3      0.4895426618155    0.005032854540206                    0          23.37730877
          "BPM.8R3.B2"          10160.67137                    3      0.2528252625584     0.01034544155207                    0          23.51136182
          "BPM.9R3.B2"          10199.73836                    3     -0.5185355800509    0.003177483848494                    0          23.72882019
         "BPM.10R3.B2"          10240.20335                    3    0.004667790585328     0.01009800470569                    0          23.80898987
         "BPM.11R3.B2"          10292.98604                    3     0.08175472430489    0.002493413667802                    0          23.91301021
         "BPM.12R3.B2"          10347.71253                    3      0.3533650148113    0.006841404831394                    0          24.02559987
         "BPM.13R3.B2"          10401.16401                    3   0.0007287603018703    0.001113502633388                    0           24.1605082
         "BPM.14R3.B2"          10454.61549                    3      0.2316886945447    0.002880407708967                    0          24.27101813
         "BPM.15R3.B2"          10508.06698                    3      -3.187962957548    0.003383911199974                    0          24.40292915
         "BPM.16R3.B2"          10561.51846                    3     -0.1544152603057    0.003733121955676                    0          24.51677619
         "BPM.17R3.B2"          10614.96995                    3     -0.1510954929668    0.001014953385631                    0          24.65275356
         "BPM.18R3.B2"          10668.42143                    3    -0.08269902409204    0.008512936533145                    0          24.76343175
         "BPM.19R3.B2"          10721.87291                    3    0.008235785383263    0.004069114535599                    0           24.8951692
         "BPM.20R3.B2"           10775.3244                    3      -0.403371713831    0.006006775031225                    0          25.00883226
         "BPM.21R3.B2"          10828.77588                    3       0.583737541483    0.001903254553018                    0          25.14498132
         "BPM.22R3.B2"          10882.22737                    3      -0.689720917626    0.006630116274645                    0          25.25584252
         "BPM.23R3.B2"          10935.67885                    3      0.6118354860921    0.005088455309341                    0           25.3879172
         "BPM.24R3.B2"          10989.13033                    3      -1.168639982566    0.003901371282519                    0          25.49883183
         "BPM.25R3.B2"          11042.58182                    3      0.1672726003468    0.004070821705233                    0          25.63094716
         "BPM.26R3.B2"           11096.0333                    3    -0.09425276029951    0.007823476458104                    0          25.74181134
         "BPM.27R3.B2"          11149.48479                    3      -2.057906920823    0.004238962178842                    0           25.8738809
         "BPM.28R3.B2"          11202.93627                    3     -0.2130112977071    0.003530737607925                    0          25.98479203
         "BPM.29R3.B2"          11256.38775                    3      0.2263472552336    0.004209884715662                    0          26.11691212
         "BPM.30R3.B2"          11309.83924                    3      0.1214237439641    0.002811986406918                    0          26.22778017
         "BPM.31R3.B2"          11363.29072                    3      0.1934082441619     0.00533319062636                    0          26.35984537
         "BPM.32R3.B2"          11416.74221                    3     -0.2883688994728    0.005543168809672                    0          26.47075229
         "BPM.33R3.B2"          11470.19369                    3     -0.0470175516426    0.005736055512138                    0          26.60287631
         "BPM.34R3.B2"          11523.64518                    3     -0.2422365205345     0.00332319414959                    0          26.71374888
         "BPM.33L4.B2"          11577.09666                    3    -0.07927936382652     0.00220599483492                    0          26.84581059
         "BPM.32L4.B2"          11630.54814                    3      0.1804979165289    0.004005720364058                    0          26.95671273
         "BPM.31L4.B2"          11683.99963                    3     0.02175738109512    0.003426338360521                    0          27.08883976
         "BPM.30L4.B2"          11737.45111                    3      0.3063115199853    0.004599774447252                    0          27.19971733
         "BPM.29L4.B2"           11790.9026                    3     0.04728556608233    0.007988574277759                    0          27.33177655
         "BPM.28L4.B2"          11844.35408                    3    -0.02676370761724    0.003208993279012                    0           27.4426735
         "BPM.27L4.B2"          11897.80556                    3     -0.3104735079667    0.003681567437381                    0          27.57480248
         "BPM.26L4.B2"          11951.25705                    3      0.2717728528164     0.00931438889106                    0          27.68568541
         "BPM.25L4.B2"          12004.70853                    3     -0.1839400293496    0.005144482150778                    0          27.81774321
         "BPM.24L4.B2"          12058.16002                    3    -0.06623873329353     0.01059422470672                    0          27.92863469
         "BPM.23L4.B2"           12111.6115                    3      0.2424719144256    0.004600079038457                    0          28.06076455
         "BPM.22L4.B2"          12165.06298                    3     -0.1574762732721    0.007698256379167                    0          28.17165299
