@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/home/jdilly/link_betabeat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/home/jdilly/link_gui_out/2018-10-31/models/LHCB1/flatopticsb1_60_15/twiss.dat' '--files=/home/jdilly/link_gui_out/2018-10-31/LHCB1/Measurements/Beam1@Turn@2018_10_30@13_01_48_047/Beam1@Turn@2018_10_30@13_01_48_047.sdds,/home/jdilly/link_gui_out/2018-10-31/LHCB1/Measurements/Beam1@Turn@2018_10_30@13_03_13_684/Beam1@Turn@2018_10_30@13_03_13_684.sdds,/home/jdilly/link_gui_out/2018-10-31/LHCB1/Measurements/Beam1@Turn@2018_10_30@13_04_27_548/Beam1@Turn@2018_10_30@13_04_27_548.sdds' '--output=/home/jdilly/link_gui_out/2018-10-31/LHCB1/Results/b1_md3312_forcoupling' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=0' '--errordefs=/home/jdilly/link_gui_out/2018-10-31/models/LHCB1/flatopticsb1_60_15/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/media/jdilly/Storage/Repositories/BetaBeatGui/beta-beating-cwd"
@ Date %s "01. November 2018, 09:59:47"
@ Q1 %le 0.2804633077706449
@ Q2 %le 0.3089519367132595
@ RMSbetabeat %le -1
@ DPP %le 0
@ BetaAlgorithmVersion %s "2017.3.2"
@ NumberOfBPMs %le 10
@ RangeOfBPMs %le 11
@ ErrorsFrom %s "Analytical Formula"
@ PhaseTheshold %le 0.01
@ RCond %le 1e-14
@ FILES %s "/home/jdilly/link_gui_out/2018-10-31/LHCB1/Measurements/Beam1@Turn@2018_10_30@13_01_48_047/Beam1@Turn@2018_10_30@13_01_48_047.sdds.linx,/home/jdilly/link_gui_out/2018-10-31/LHCB1/Measurements/Beam1@Turn@2018_10_30@13_03_13_684/Beam1@Turn@2018_10_30@13_03_13_684.sdds.linx,/home/jdilly/link_gui_out/2018-10-31/LHCB1/Measurements/Beam1@Turn@2018_10_30@13_04_27_548/Beam1@Turn@2018_10_30@13_04_27_548.sdds.linx"
*                 NAME                    S                COUNT                 BETX              SYSBETX             STATBETX              ERRBETX        CORR_ALFABETA                 ALFX              SYSALFX             STATALFX              ERRALFX              BETXMDL              ALFXMDL               MUXMDL        NCOMBINATIONS
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.22R2.B1"          1214.705417                    3       178.4607712816                    0                    0       2.223118888015                    0      -2.435940161917                    0                    0      0.0334014358955          170.3743794         -2.347766173          2.918722903                   21
         "BPM.23R2.B1"          1268.153933                    3       33.11703455364                    0                    0        0.38657005638                    0      0.5606005706777                    0                    0     0.01926431087291          33.11649763         0.5160308692          3.033829462                   21
         "BPM.24R2.B1"          1321.602449                    3       163.0179838289                    0                    0       2.569217213131                    0      -2.254371188757                    0                    0       0.037195784479          170.3743793         -2.347766172          3.171508637                   21
         "BPM.25R2.B1"          1375.050965                    3       33.22793187371                    0                    0      0.2927776240621                    0      0.4677250141719                    0                    0     0.01523339307292          33.11649764         0.5160308688          3.286615195                   21
         "BPM.26R2.B1"          1428.499481                    3       179.4370101411                    0                    0       1.482285644754                    0      -2.464766030942                    0                    0     0.02243900547135          170.3743794         -2.347766173           3.42429437                   21
         "BPM.27R2.B1"          1481.947997                    3       33.32342995338                    0                    0      0.2255614185304                    0      0.5709784521612                    0                    0     0.01101565696744          33.11649763         0.5160308692          3.539400929                   21
         "BPM.28R2.B1"          1535.396513                    3       161.7999101894                    0                    0       1.422666733147                    0      -2.234017552821                    0                    0     0.02105453206959          170.3743793         -2.347766172          3.677080104                   21
         "BPM.29R2.B1"          1588.845029                    3       33.42551770648                    0                    0      0.1769613801839                    0      0.4662934435506                    0                    0    0.006922952629319          33.11649764         0.5160308688          3.792186663                   21
         "BPM.30R2.B1"          1642.293545                    3       179.3019179755                    0                    0        2.34436471166                    0      -2.453407007749                    0                    0     0.03560631488911          170.3743794         -2.347766173          3.929865838                   22
         "BPM.31R2.B1"           1695.74206                    3       32.95603496767                    0                    0      0.2981788394941                    0      0.5655715928702                    0                    0     0.00727200624704          33.11649762         0.5160308692          4.044972396                   21
         "BPM.32R2.B1"          1749.190576                    3       162.4950133592                    0                    0       2.676837182566                    0       -2.25201179562                    0                    0     0.03938329517044          170.3743793         -2.347766172          4.182651571                   22
         "BPM.33R2.B1"          1802.639092                    3       33.45958514621                    0                    0      0.3573721428545                    0      0.4718734394319                    0                    0     0.01353710392701          33.11649764         0.5160308688           4.29775813                   21
         "BPM.34R2.B1"          1856.087608                    3       178.8226201867                    0                    0       2.018685844249                    0      -2.446432490546                    0                    0     0.02938652912143          170.3743794         -2.347766173          4.435437305                   22
         "BPM.33L3.B1"          1909.536124                    3       32.82215295281                    0                    0       0.266734817136                    0      0.5548216098857                    0                    0    0.008838563719165          33.11649762         0.5160308691          4.550543863                   21
         "BPM.32L3.B1"           1962.98464                    3       165.1421177119                    0                    0       1.969537605566                    0      -2.296789399252                    0                    0     0.02909174480097          170.3743793         -2.347766172          4.688223039                   22
         "BPM.31L3.B1"          2016.433156                    3       33.73879312418                    0                    0      0.3028347760838                    0      0.4804547781804                    0                    0      0.0113440787368          33.11649764         0.5160308689          4.803329597                   21
         "BPM.30L3.B1"          2069.881672                    3       176.4264755836                    0                    0      0.9741053666817                    0      -2.409399289864                    0                    0     0.01550841567646          170.3743794         -2.347766173          4.941008772                   21
         "BPM.29L3.B1"          2123.330188                    3       32.96269713731                    0                    0      0.1334265748441                    0      0.5486975199012                    0                    0    0.004364670768976          33.11649762         0.5160308691          5.056115331                   21
         "BPM.28L3.B1"          2176.778704                    3       166.3267307356                    0                    0        1.34609549617                    0      -2.308891173162                    0                    0     0.02104867042427          170.3743793         -2.347766172          5.193794506                   21
         "BPM.27L3.B1"           2230.22722                    3       33.91863763573                    0                    0      0.1525544996566                    0        0.50281143609                    0                    0    0.005152799655477          33.11649764         0.5160308689          5.308901064                   21
         "BPM.26L3.B1"          2283.675735                    3       175.8231115313                    0                    0       1.018428766271                    0      -2.397710617617                    0                    0     0.01679501705491          170.3743794         -2.347766173           5.44658024                   21
         "BPM.25L3.B1"          2337.124251                    3       32.87545593858                    0                    0      0.1593599138415                    0      0.5431721008684                    0                    0    0.006139865310746          33.11649762         0.5160308691          5.561686798                   21
         "BPM.24L3.B1"          2390.572767                    3       165.8771211063                    0                    0       1.720146505912                    0      -2.305399305877                    0                    0     0.02739325672111          170.3743793         -2.347766172          5.699365973                   21
         "BPM.23L3.B1"          2444.021283                    3       34.00520079949                    0                    0      0.1608823026439                    0      0.4933007213208                    0                    0    0.005155182342917          33.11649764         0.5160308689          5.814472532                   21
         "BPM.22L3.B1"          2497.469799                    3       175.8871883641                    0                    0       1.441050949579                    0      -2.391172366903                    0                    0     0.02374346808924          170.3743794         -2.347766173          5.952151707                   21
         "BPM.21L3.B1"          2550.918315                    3        32.2438735325                    0                    0      0.3082433068427                    0      0.5363120738543                    0                    0    0.007816720015631          33.11649762          0.516030869          6.067258265                   21
         "BPM.20L3.B1"          2604.366831                    3       166.1543107286                    0                    0       2.301991579423                    0      -2.325538631957                    0                    0       0.033053937717          168.7776493         -2.326879646          6.205781321                   21
         "BPM.19L3.B1"          2657.815347                    3       34.90299844893                    0                    0      0.2488358553491                    0      0.5049797020734                    0                    0    0.005795842230297          34.54096056         0.5221387438          6.318649163                   21
         "BPM.18L3.B1"          2711.263863                    3       175.4475129196                    0                    0       1.832146213543                    0      -2.357940470107                    0                    0     0.02729536317113          170.4256526         -2.305481577          6.452425694                   21
         "BPM.17L3.B1"          2764.712379                    3       31.94275718955                    0                    0      0.2264616556556                    0      0.5270546004005                    0                    0    0.007697125981206          33.11557857         0.5159438987          6.567539375                   21
         "BPM.16L3.B1"          2818.160894                    3       166.8925637959                    0                    0       2.063253384286                    0      -2.343820592217                    0                    0       0.032273631075           168.790527         -2.327072256          6.706057849                   23
         "BPM.15L3.B1"           2871.60941                    3       34.73910203064                    0                    0      0.2783387443867                    0      0.5122743692254                    0                    0     0.00985549304846          34.54187535         0.5222256956          6.818918672                   31
         "BPM.14L3.B1"          2925.057926                    3       174.0392282453                    0                    0       1.754911496957                    0      -2.349956255214                    0                    0     0.02789537615515            170.41277         -2.305289032          6.952699568                   33
         "BPM.13L3.B1"          2978.506442                    3       32.61016355389                    0                    0      0.1869502876697                    0      0.5309407257202                    0                    0    0.006754667624031          33.11466804         0.5158569656          7.067820492                   34
         "BPM.12L3.B1"          3031.954958                    3       167.4629989203                    0                    0       2.173463899247                    0      -2.325709293807                    0                    0     0.03153441178208          171.5183528         -2.362840515           7.20490983                   35
         "BPM.11L3.B1"          3085.403474                    3        28.8426272251                    0                    0      0.1929677052481                    0      0.4403883651955                    0                    0    0.008880813921326           28.2591883         0.4555975062          7.331367164                   44
         "BPM.10L3.B1"          3138.184185                    3       175.7047748308                    0                    0       1.847927673319                    0      -2.569217497735                    0                    0     0.03063243453979          172.7563197         -2.549366845          7.480447019                   44
          "BPM.9L3.B1"          3177.249195                    3       55.19128711302                    0                    0      0.4226930036306                    0       1.111884532385                    0                    0     0.01268921786459          54.93812219          1.085293246          7.541383832                   44
          "BPM.8L3.B1"          3217.712206                    3       173.0555714571                    0                    0       2.117530480974                    0      -2.431714078457                    0                    0     0.03811765862597          175.5997793          -2.48557103          7.618075468                   43
          "BPM.7L3.B1"          3256.776216                    3       57.57714071694                    0                    0      0.5065850573426                    0       1.077671333394                    0                    0     0.01737003807477          58.10074699          1.096219794          7.677022654                   42
          "BPM.6L3.B1"          3329.415216                    3         207.67782717                    0                    0       2.009659903858                    0       2.288249740944                    0                    0     0.02285682062295          206.7757607          2.290635673          7.789169172                   41
       "BPMWG.A5L3.B1"          3371.119716                    3       68.88374495371                    0                    0      0.6212147194514                    0       1.034015831868                    0                    0      0.0157386937888          68.26199386          1.030678987          7.846253331                   42
         "BPMW.5L3.B1"          3400.089716                    3       56.85993989351                    0                    0      0.6777299077287                    0     -0.5534203305645                    0                    0     0.01668921866375          56.59251566        -0.5634960129           7.92961134                   42
        "BPMWE.4L3.B1"          3475.217716                    3       268.6781800146                    0                    0       2.314114316425                    0      -2.265598700526                    0                    0     0.02046250489103          272.6639148         -2.312547529          8.032983901                   44
         "BPMW.4L3.B1"          3502.762716                    3       249.2082600328                    0                    0       2.004799215994                    0       3.427325567655                    0                    0     0.02792400017301          250.6034724           3.45341148           8.04818708                   45
         "BPMW.4R3.B1"          3547.727716                    3       44.13402023563                    0                    0      0.4818214956031                    0       1.126055773144                    0                    0     0.01261079960261          44.32464895          1.134130462          8.118337961                   45
        "BPMWE.4R3.B1"          3575.272716                    3       30.95943921948                    0                    0      0.1540823628858                    0     -0.5351983766867                    0                    0    0.005836162992722          30.72272693        -0.5357161179          8.265980977                   45
         "BPMW.5R3.B1"          3650.400716                    3       346.6804388888                    0                    0       3.244895441445                    0      -3.666677043811                    0                    0     0.03059542744803          347.6565854         -3.682868943          8.395509351                   36
       "BPMWJ.A5R3.B1"          3679.118716                    3       301.8927509003                    0                    0        2.36742248078                    0       4.213498168185                    0                    0     0.04104451389916          302.5635548          4.227398362          8.408136257                   44
        "BPMWC.6R3.B1"          3718.936716                    3       64.85276546666                    0                    0      0.7207910019128                    0       1.734291930447                    0                    0     0.01618720895901          64.79645988          1.743948657          8.454029737                   44
         "BPMR.6R3.B1"          3731.015216                    3       39.96075894279                    0                    0      0.3188099742851                    0      0.3032097209912                    0                    0    0.008835557533714          39.70866887         0.3059340263          8.494140707                   44
          "BPM.8R3.B1"          3825.903227                    3       34.69235801441                    0                    0      0.4724539614504                    0      0.2933764428091                    0                    0     0.01164573009008          35.26516304         0.2997603201          8.793615472                   44
          "BPM.9R3.B1"          3864.968238                    3       127.8072815384                    0                    0       1.191657806213                    0      -1.998129269604                    0                    0     0.01376896447398          128.5111322         -1.994826207          8.897747357                   28
         "BPM.10R3.B1"          3905.431248                    3       54.98240883889                    0                    0      0.2855254819171                    0      0.6197965499607                    0                    0     0.01177255256768          54.67156993         0.6264309133          8.972480832                   44
         "BPM.11R3.B1"          3958.211959                    3        185.593490038                    0                    0        2.05722681031                    0      -1.991799988846                    0                    0     0.02882992084248           183.521174         -1.972521116          9.065535739                   42
         "BPM.12R3.B1"          4012.935475                    3       42.78893510529                    0                    0      0.2859840708455                    0      0.5947399156739                    0                    0     0.00848802490884          42.56149971          0.585815609          9.166318645                   40
         "BPM.13R3.B1"          4066.383991                    3       170.4667960396                    0                    0       2.050718549276                    0        -2.0865947526                    0                    0     0.03044123673519          170.7797609         -2.098900121           9.28313122                   32
         "BPM.14R3.B1"          4119.832506                    3       33.28807472442                    0                    0      0.2491370026621                    0       0.517930147941                    0                    0    0.009621242174698          33.11836127         0.5162049175          9.398222441                   25
         "BPM.15R3.B1"          4173.281022                    3       170.1165600266                    0                    0       1.898205135882                    0      -2.340613110569                    0                    0     0.03081922700169          168.7519237         -2.326494047          9.536754575                   31
         "BPM.17R3.B1"          4280.178054                    3       169.7852173933                    0                    0       1.988879958308                    0      -2.325811031432                    0                    0     0.02924093348301          170.4513882         -2.305867051          9.783404379                   23
         "BPM.18R3.B1"           4333.62657                    3       33.21709488457                    0                    0      0.2115719484414                    0      0.5079249443367                    0                    0    0.009162732980682          33.11742519         0.5161178756          9.898503535                   21
         "BPM.19R3.B1"          4387.075086                    3       171.5860171432                    0                    0       2.139800395858                    0      -2.359360696825                    0                    0     0.03234061622484          168.7647815          -2.32668691          10.03703114                   21
         "BPM.20R3.B1"          4440.523602                    3       33.57316020972                    0                    0      0.4268810674783                    0      0.5310049572566                    0                    0     0.01690140012482          34.54003725         0.5220517552          10.14990602                   27
         "BPM.21R3.B1"          4493.972118                    3       169.8039037372                    0                    0        2.69279924912                    0      -2.328607800523                    0                    0     0.03832553226243          170.4385254         -2.305674251          10.28367821                   21
         "BPM.22R3.B1"          4547.420634                    3       32.94397589262                    0                    0      0.3781863652115                    0      0.5097794102674                    0                    0     0.01494708209079          33.11649761          0.516030869          10.39878464                   21
         "BPM.23R3.B1"           4600.86915                    3       170.6248858358                    0                    0       2.314486496465                    0      -2.356034092508                    0                    0     0.03493623074872          170.3743793         -2.347766173          10.53646381                   21
         "BPM.24R3.B1"          4654.317666                    3       33.30544170417                    0                    0      0.2343031283422                    0      0.5148125636215                    0                    0      0.0143750404908          33.11649765         0.5160308691          10.65157037                   22
         "BPM.25R3.B1"          4707.766181                    3       170.3956403165                    0                    0       2.121558415381                    0      -2.340443557213                    0                    0     0.03141010156496          170.3743793         -2.347766172          10.78924955                   28
         "BPM.26R3.B1"          4761.214697                    3       32.98242834091                    0                    0      0.3276281043101                    0      0.5147158864282                    0                    0     0.01105980387454          33.11649761         0.5160308689           10.9043561                   21
         "BPM.27R3.B1"          4814.663213                    3       171.0077809128                    0                    0       2.961875119922                    0      -2.365190032557                    0                    0     0.04436840220686          170.3743793         -2.347766173          11.04203528                   23
         "BPM.28R3.B1"          4868.111729                    3        33.4064240068                    0                    0      0.7339499109164                    0      0.5236175290879                    0                    0     0.01098758232702          33.11649765         0.5160308691          11.15714184                   22
         "BPM.30R3.B1"          4975.008761                    3       33.39170394486                    0                    0      0.5830568729247                    0      0.5128095114464                    0                    0     0.02259219973944          33.11649761         0.5160308689          11.40992757                   22
         "BPM.31R3.B1"          5028.457277                    3        170.190940756                    0                    0       2.543770903011                    0      -2.337214108451                    0                    0     0.04568339711793          170.3743793         -2.347766173          11.54760675                   22
         "BPM.32R3.B1"          5081.905793                    3       32.77754655305                    0                    0      0.2582413450863                    0      0.5068692034247                    0                    0     0.01308155213707          33.11649765         0.5160308692          11.66271331                   21
         "BPM.33R3.B1"          5135.354309                    3       169.8868022473                    0                    0       2.057838784137                    0      -2.351722685572                    0                    0     0.02944158867559          170.3743793         -2.347766172          11.80039248                   28
         "BPM.34R3.B1"          5188.802825                    3       33.83824052665                    0                    0      0.2904908720147                    0      0.5298605218145                    0                    0     0.01139929316395          33.11649761         0.5160308688          11.91549904                   21
         "BPM.33L4.B1"           5242.25134                    3       170.7512759994                    0                    0       2.784799458695                    0      -2.331939172266                    0                    0     0.04242756677823          170.3743793         -2.347766173          12.05317821                   22
         "BPM.32L4.B1"          5295.699856                    3       32.38547369945                    0                    0      0.3377115754858                    0       0.513644654388                    0                    0     0.01308922311456          33.11649765         0.5160308692          12.16828477                   22
         "BPM.31L4.B1"          5349.148372                    3       170.4938146267                    0                    0       2.040864372388                    0      -2.374668702775                    0                    0      0.0295316267815          170.3743793         -2.347766172          12.30596395                   22
         "BPM.30L4.B1"          5402.596888                    3       33.83171930776                    0                    0      0.1526624099741                    0      0.5211495141559                    0                    0    0.005844951444844          33.11649761         0.5160308688          12.42107051                   22
         "BPM.29L4.B1"          5456.045404                    3       170.1208849575                    0                    0       1.621563454993                    0       -2.31940147042                    0                    0     0.02896189627609          170.3743793         -2.347766173          12.55874968                   22
         "BPM.28L4.B1"           5509.49392                    3        32.3147001857                    0                    0      0.2591662351401                    0       0.500156173069                    0                    0    0.007644824212046          33.11649765         0.5160308692          12.67385624                   22
         "BPM.27L4.B1"          5562.942436                    3       171.2225309412                    0                    0        1.57730992606                    0       -2.38531053328                    0                    0     0.02355947923957          170.3743793         -2.347766172          12.81153541                   22
         "BPM.26L4.B1"          5616.390952                    3       34.39520371525                    0                    0      0.2092826629029                    0      0.5308040470312                    0                    0     0.01009421208487          33.11649761         0.5160308687          12.92664197                   22
         "BPM.25L4.B1"          5669.839468                    3       170.8764297628                    0                    0       1.644153526035                    0      -2.319624192196                    0                    0      0.0273607245961          170.3743793         -2.347766173          13.06432115                   22
         "BPM.24L4.B1"          5723.287984                    3       31.85027539614                    0                    0      0.3211696226594                    0      0.4839563360596                    0                    0     0.01039475451024          33.11649765         0.5160308693          13.17942771                   21
         "BPM.23L4.B1"            5776.7365                    3       173.1557894535                    0                    0       1.779109973586                    0      -2.427151068542                    0                    0       0.027321082286          170.3743793         -2.347766172          13.31710688                   21
         "BPM.22L4.B1"          5830.185015                    3       34.36169781737                    0                    0      0.2495390297754                    0      0.5435686990517                    0                    0    0.006772942743636          33.11649761         0.5160308687          13.43221344                   21
         "BPM.21L4.B1"          5883.633531                    3       168.6519572453                    0                    0       2.057919043637                    0      -2.286659143902                    0                    0     0.03094942450995          170.3743793         -2.347766173          13.56989262                   21
         "BPM.20L4.B1"          5937.082047                    3       32.65211473788                    0                    0      0.2229720147874                    0      0.5030749737754                    0                    0    0.006378811742388          34.55342677         0.5318047308          13.68209566                   21
         "BPM.19L4.B1"          5990.530563                    3       172.7954498539                    0                    0       1.301576001698                    0      -2.399533933891                    0                    0     0.02206806412004          168.8219859          -2.28451664          13.81668455                   21
         "BPM.18L4.B1"          6043.979079                    3       34.20489679631                    0                    0      0.2243262084401                    0      0.5353862940533                    0                    0    0.008614778626124          33.10222874         0.5062636934          13.93249386                   21
         "BPM.17L4.B1"          6097.427595                    3       170.0278241107                    0                    0       2.316155900711                    0      -2.311049652866                    0                    0     0.03445216188961          170.3867082         -2.347918647          14.07016655                   23
         "BPM.16L4.B1"          6150.876111                    3       32.75839003938                    0                    0      0.4445172821016                    0      0.5146009749526                    0                    0      0.0126953042403           34.5532331         0.5318759664          14.18236508                   31
         "BPM.15L4.B1"          6204.324627                    3       171.1403143129                    0                    0       2.569077673883                    0      -2.372159089345                    0                    0     0.03730061449495          168.8096617         -2.284364355          14.31696102                   33
         "BPM.14L4.B1"          6257.773143                    3        34.0034978499                    0                    0      0.2572726726222                    0      0.5344519196011                    0                    0     0.01254600973852          33.10242675         0.5061925345          14.43277508                   32
         "BPM.13L4.B1"          6311.221659                    3       170.1760857543                    0                    0        2.75597877136                    0      -2.324623139996                    0                    0     0.04227997905837          170.3990277         -2.348070742          14.57044047                   27
